,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_λ,Exit_λ
200,-12,428,428,329.2200012207031,321.2839813232422,333.32300567626953,321.2839813232422,79.62014318847656,15.612095581054689,0.020153732785891915,2025-08-20 00:00:00-04:00,2025-08-20 00:00:00-04:00,0 days 00:00:00,,322.3250076293945,322.3250076293945
201,7,431,433,338.8999938964844,353.61041015625005,333.2098095703125,353.61041015625005,93.27776816162148,9.695145656738283,0.03931955058025291,2025-08-25 00:00:00-04:00,2025-08-27 00:00:00-04:00,2 days 00:00:00,,328.70201110839844,347.1710174560547
202,13,434,434,350.9100036621094,346.82384643859865,346.82384643859865,352.419846089681,-71.26112400825784,18.14108010261841,-0.015621170290119113,2025-08-28 00:00:00-04:00,2025-08-28 00:00:00-04:00,0 days 00:00:00,,346.17350006103516,346.17350006103516
203,-7,436,437,328.2300109863281,340.5473950195313,340.5473950195313,320.51519531249994,-95.58457191650412,9.362883684082032,-0.041601737769748424,2025-09-02 00:00:00-04:00,2025-09-03 00:00:00-04:00,1 days 00:00:00,,324.4925018310547,325.10849609375
204,13,438,438,336.1499938964844,331.48572998046876,331.48572998046876,339.29852905273435,-77.99395972900376,17.35852882080078,-0.017847792570887352,2025-09-04 00:00:00-04:00,2025-09-04 00:00:00-04:00,0 days 00:00:00,,325.93900909423826,325.93900909423826
205,6,440,441,354.6400146484375,343.8231964111328,343.8231964111328,364.87359619140625,-73.28246795654297,8.381558532714845,-0.03443983801864998,2025-09-08 00:00:00-04:00,2025-09-09 00:00:00-04:00,1 days 00:00:00,,344.6854949951172,338.9199905395508
206,6,444,444,370.94000244140625,383.5623974609375,361.43379760742187,383.5623974609375,66.68034131835948,9.054028798828124,0.029960074800727477,2025-09-12 00:00:00-04:00,2025-09-12 00:00:00-04:00,0 days 00:00:00,,357.0455062866211,357.0455062866211
207,5,445,445,423.1300048828125,423.1300048828125,388.0212023925781,411.7776025390625,-8.46260009765625,8.46260009765625,-0.004,2025-09-15 00:00:00-04:00,2025-09-15 00:00:00-04:00,0 days 00:00:00,,381.3924957275391,381.3924957275391
208,9,450,450,431.1099853515625,435.8970077514648,421.1565071105957,435.8970077514648,27.477075723266193,15.606125875854492,0.007081739039763886,2025-09-22 00:00:00-04:00,2025-09-22 00:00:00-04:00,0 days 00:00:00,,421.80750732421876,421.80750732421876
209,8,451,451,439.8800048828125,428.2012573242188,428.2012573242188,446.22745971679683,-107.31928066406232,13.8893001953125,-0.03049674896357614,2025-09-23 00:00:00-04:00,2025-09-23 00:00:00-04:00,0 days 00:00:00,,425.4924880981445,425.4924880981445
210,5,453,453,435.239990234375,433.93420837402346,433.93420837402346,460.5016088867187,-15.220651287841706,8.691741986083985,-0.006994141912210509,2025-09-25 00:00:00-04:00,2025-09-25 00:00:00-04:00,0 days 00:00:00,,434.4410125732422,434.4410125732422
211,-5,454,454,428.29998779296875,431.8578149414063,431.8578149414063,406.45441406249995,-26.390713769531374,8.60157802734375,-0.012323471642164987,2025-09-26 00:00:00-04:00,2025-09-26 00:00:00-04:00,0 days 00:00:00,,414.44150390625,414.44150390625
212,5,455,457,444.3500061035156,458.0159936523438,431.59199401855466,458.0159936523438,59.306277746582325,9.023659997558594,0.02669349698749248,2025-09-29 00:00:00-04:00,2025-10-01 00:00:00-04:00,2 days 00:00:00,,429.7024871826172,438.1859985351563
213,5,458,458,470.5400085449219,450.2707916259765,450.2707916259765,477.8383911132813,-110.55419259643571,9.208108001708986,-0.046990347510856185,2025-10-02 00:00:00-04:00,2025-10-02 00:00:00-04:00,0 days 00:00:00,,447.6129867553711,447.6129867553711
214,-5,459,459,443.2900085449219,444.72,444.72,418.55999999999995,-16.03005736083998,8.880100085449218,-0.007232311602717,2025-10-03 00:00:00-04:00,2025-10-03 00:00:00-04:00,0 days 00:00:00,,416.6510040283203,416.6510040283203
215,5,461,461,447.82000732421875,444.185,444.185,471.38,-27.095086694335926,8.920050073242187,-0.012100882609614696,2025-10-07 00:00:00-04:00,2025-10-07 00:00:00-04:00,0 days 00:00:00,,443.9770080566406,443.9770080566406
216,-5,462,464,437.57000732421875,441.7517962646484,441.7517962646484,415.76639648437504,-29.702162738037018,8.793218035888671,-0.013575959156647211,2025-10-08 00:00:00-04:00,2025-10-10 00:00:00-04:00,2 days 00:00:00,,421.9635070800781,429.94650115966795
217,-5,465,465,423.5299987792969,423.5299987792969,,396.95039062499995,-8.470599975585937,8.470599975585937,-0.004,2025-10-13 00:00:00-04:00,2025-10-13 00:00:00-04:00,0 days 00:00:00,,396.0659942626953,396.0659942626953
218,5,466,466,426.7900085449219,426.7900085449219,,453.33599365234375,-8.535800170898439,8.535800170898439,-0.004,2025-10-14 00:00:00-04:00,2025-10-14 00:00:00-04:00,0 days 00:00:00,,426.44549255371095,426.44549255371095
219,8,470,472,443.8699951171875,433.7110023498535,433.7110023498535,450.5079879760742,-95.31323809814452,14.041295959472656,-0.026841541201996662,2025-10-20 00:00:00-04:00,2025-10-22 00:00:00-04:00,2 days 00:00:00,,429.48700561523435,438.6125061035156
220,8,474,474,446.8299865722656,443.5185035705566,443.5185035705566,459.90302581787114,-40.73743985595721,14.245575842285156,-0.011396236007027924,2025-10-24 00:00:00-04:00,2025-10-24 00:00:00-04:00,0 days 00:00:00,,429.45501098632815,429.45501098632815
221,4,476,478,454.7799987792969,443.3716131591797,443.3716131591797,470.5168139648438,-52.818755375976615,7.185212895507812,-0.02903533330277864,2025-10-28 00:00:00-04:00,2025-10-30 00:00:00-04:00,2 days 00:00:00,,440.6115127563477,454.3324996948242
222,-4,479,479,446.75,448.9020062255859,448.9020062255859,422.49600585937503,-15.773240952148374,7.1652160498046875,-0.008826659738191491,2025-10-31 00:00:00-04:00,2025-10-31 00:00:00-04:00,0 days 00:00:00,,431.6024993896484,431.6024993896484
223,4,480,481,455.989990234375,447.42879760742187,447.42879760742187,474.8223974609375,-41.4721208105469,7.227350302734376,-0.02273740745341286,2025-11-03 00:00:00-05:00,2025-11-04 00:00:00-05:00,1 days 00:00:00,,448.6894989013672,457.221484375
224,-4,482,482,452.04998779296875,453.1452099609375,453.1452099609375,426.489609375,-11.622450253906276,7.24156158203125,-0.006427635531332608,2025-11-05 00:00:00-05:00,2025-11-05 00:00:00-05:00,0 days 00:00:00,,435.1190124511719,435.1190124511719
225,4,483,483,461.9599914550781,452.82860717773434,452.82860717773434,480.55280761718757,-43.843845898437635,7.318308789062501,-0.023727079568264465,2025-11-06 00:00:00-05:00,2025-11-06 00:00:00-05:00,0 days 00:00:00,,447.9790100097656,447.9790100097656
226,-4,484,484,437.9200134277344,428.073603515625,454.82820373535156,428.073603515625,32.457690712890646,6.927948935546875,0.018529462982768478,2025-11-07 00:00:00-05:00,2025-11-07 00:00:00-05:00,0 days 00:00:00,,428.111994934082,428.111994934082
227,4,486,486,439.3999938964844,436.3254107666016,436.3254107666016,463.0392114257812,-19.304135756835876,7.005803237304688,-0.01098323624543773,2025-11-11 00:00:00-05:00,2025-11-11 00:00:00-05:00,0 days 00:00:00,,436.2594955444336,436.2594955444336
228,-7,488,488,423.1300048828125,418.13153076171875,436.83424377441406,418.13153076171875,23.211657348632812,11.777661499023438,0.00783671923886153,2025-11-13 00:00:00-05:00,2025-11-13 00:00:00-05:00,0 days 00:00:00,,421.92651214599607,421.92651214599607
229,-5,489,489,386.29998779296875,410.0297900390625,410.0297900390625,385.910390625,-126.61230900878908,7.963297778320312,-0.06555128812307641,2025-11-14 00:00:00-05:00,2025-11-14 00:00:00-05:00,0 days 00:00:00,,386.50198822021486,386.50198822021486
230,-8,494,494,402.32000732421875,402.32000732421875,,385.01405181884763,-12.874240234375,12.874240234375,-0.004,2025-11-21 00:00:00-05:00,2025-11-21 00:00:00-05:00,0 days 00:00:00,,376.4200042724609,376.4200042724609
231,5,496,496,414.4200134277344,409.4243988037109,409.4243988037109,434.4911987304688,-33.216517242431756,8.238444122314453,-0.01603036347964599,2025-11-25 00:00:00-05:00,2025-11-25 00:00:00-05:00,0 days 00:00:00,,406.43349609375,406.43349609375
